지점명,일시,평균기온,년도
대구,2021-06-02,23.8,2021
대구,2021-06-03,18.7,2021
대구,2021-06-04,21.3,2021
대구,2021-06-05,23.1,2021
대구,2021-06-06,23.9,2021
대구,2021-06-07,25.3,2021
대구,2021-06-08,25.4,2021
대구,2021-06-09,25.3,2021
대구,2021-06-10,24.2,2021
대구,2021-06-11,22.1,2021
대구,2021-06-12,24.1,2021
대구,2021-06-13,25.4,2021
대구,2021-06-14,23.9,2021
대구,2021-06-15,21.4,2021
대구,2021-06-16,20.4,2021
대구,2021-06-17,20,2021
대구,2021-06-18,22.3,2021
대구,2021-06-19,25.3,2021
대구,2021-06-20,25.9,2021
대구,2021-06-21,23.9,2021
대구,2021-06-22,20.7,2021
대구,2021-06-23,20.4,2021
대구,2021-06-24,23,2021
대구,2021-06-25,23.5,2021
대구,2021-06-26,22.8,2021
대구,2021-06-27,24,2021
대구,2021-06-28,23.9,2021
대구,2021-06-29,24.6,2021
대구,2021-06-30,24.4,2021
대구,2021-07-01,25.1,2021
대구,2021-07-02,24,2021
대구,2021-07-03,22.7,2021
대구,2021-07-04,27.8,2021
대구,2021-07-05,23.8,2021
대구,2021-07-06,22.6,2021
대구,2021-07-07,24.2,2021
대구,2021-07-08,24.9,2021
대구,2021-07-09,24.7,2021
대구,2021-07-10,25.6,2021
대구,2021-07-11,25.7,2021
대구,2021-07-12,27.3,2021
대구,2021-07-13,28.7,2021
대구,2021-07-14,29.9,2021
대구,2021-07-15,27.5,2021
대구,2021-07-16,27.1,2021
대구,2021-07-17,26.7,2021
대구,2021-07-18,26.7,2021
대구,2021-07-19,27.2,2021
대구,2021-07-20,28.8,2021
대구,2021-07-21,27.5,2021
대구,2021-07-22,28,2021
대구,2021-07-23,27.8,2021
대구,2021-07-24,28.1,2021
대구,2021-07-25,28,2021
대구,2021-07-26,28.5,2021
대구,2021-07-27,28.1,2021
대구,2021-07-28,28.2,2021
대구,2021-07-29,29.5,2021
대구,2021-07-30,30.6,2021
대구,2021-07-31,29.9,2021
대구,2021-08-01,28.1,2021
대구,2021-08-02,27.7,2021
대구,2021-08-03,29,2021
대구,2021-08-04,30.1,2021
대구,2021-08-05,30.8,2021
대구,2021-08-06,30.2,2021
대구,2021-08-07,29.1,2021
대구,2021-08-08,25.4,2021
대구,2021-08-09,27.4,2021
대구,2021-08-10,23.5,2021
대구,2021-08-11,25.6,2021
대구,2021-08-12,26.1,2021
대구,2021-08-13,25.7,2021
대구,2021-08-14,23.3,2021
대구,2021-08-15,23.5,2021
대구,2021-08-16,23.5,2021
대구,2021-08-17,23.6,2021
대구,2021-08-18,23.1,2021
대구,2021-08-19,24.3,2021
대구,2021-08-20,25,2021
대구,2021-08-21,23.1,2021
대구,2021-08-22,26.1,2021
대구,2021-08-23,23.1,2021
대구,2021-08-24,24.4,2021
대구,2021-08-25,25.3,2021
대구,2021-08-26,27.4,2021
대구,2021-08-27,23.7,2021
대구,2021-08-28,25.6,2021
대구,2021-08-29,23.6,2021
대구,2021-08-30,25.2,2021
대구,2021-08-31,24.4,2021
대구,2021-09-01,21.9,2021
대구,2021-09-02,21.8,2021
대구,2021-09-03,20.5,2021
대구,2021-09-04,22.4,2021
대구,2021-09-05,21.8,2021
대구,2021-09-06,21.8,2021
대구,2021-09-07,22.2,2021
대구,2021-09-08,23.7,2021
대구,2021-09-09,23.7,2021
대구,2021-09-10,22.6,2021
대구,2021-09-11,23.8,2021
대구,2021-09-12,24.3,2021
대구,2021-09-13,23.1,2021
대구,2021-09-14,22.5,2021
대구,2021-09-15,22.7,2021
대구,2021-09-16,22.2,2021
대구,2021-09-17,20.5,2021
대구,2021-09-18,21.5,2021
대구,2021-09-19,21.7,2021
대구,2021-09-20,21.7,2021
대구,2021-09-21,22.9,2021
대구,2021-09-22,24.1,2021
대구,2021-09-23,21.6,2021
대구,2021-09-24,19.7,2021
대구,2021-09-25,20.6,2021
대구,2021-09-26,20.5,2021
대구,2021-09-27,20.4,2021
대구,2021-09-28,21.8,2021
대구,2021-09-29,22.4,2021
대구,2021-09-30,21.9,2021
대구,2021-10-01,21.6,2021
대구,2021-10-02,22.3,2021
대구,2021-10-03,22.4,2021
대구,2021-10-04,24.3,2021
대구,2021-10-05,24,2021
대구,2021-10-06,22.1,2021
대구,2021-10-07,23.3,2021
대구,2021-10-08,22.2,2021
대구,2021-10-09,23.4,2021
대구,2021-10-10,25.1,2021
대구,2021-10-11,17.8,2021
대구,2021-10-12,15.9,2021
대구,2021-10-13,18.2,2021
대구,2021-10-14,19.6,2021
대구,2021-10-15,19.2,2021
대구,2021-10-16,14.3,2021
대구,2021-10-17,7.9,2021
대구,2021-10-18,9.2,2021
대구,2021-10-19,11.6,2021
대구,2021-10-20,10.7,2021
대구,2021-10-21,11.4,2021
대구,2021-10-22,11.8,2021
대구,2021-10-23,11.7,2021
대구,2021-10-24,11.8,2021
대구,2021-10-25,12.4,2021
대구,2021-10-26,12,2021
대구,2021-10-27,14.1,2021
대구,2021-10-28,13.9,2021
대구,2021-10-29,12.8,2021
대구,2021-10-30,11.8,2021
대구,2021-10-31,12.8,2021
대구,2021-11-01,14.3,2021
대구,2021-11-02,13,2021
대구,2021-11-03,12.2,2021
대구,2021-11-04,12.3,2021
대구,2021-11-05,12.5,2021
대구,2021-11-06,13,2021
대구,2021-11-07,14.2,2021
대구,2021-11-08,10.9,2021
대구,2021-11-09,9,2021
대구,2021-11-10,8.1,2021
대구,2021-11-11,8.7,2021
대구,2021-11-12,7.4,2021
대구,2021-11-13,7.8,2021
대구,2021-11-14,9.6,2021
대구,2021-11-15,9.7,2021
대구,2021-11-16,9.3,2021
대구,2021-11-17,9.6,2021
대구,2021-11-18,10.5,2021
대구,2021-11-19,11,2021
대구,2021-11-20,10.7,2021
대구,2021-11-21,11.4,2021
대구,2021-11-22,7.4,2021
대구,2021-11-23,4.4,2021
대구,2021-11-24,7.7,2021
대구,2021-11-25,9,2021
대구,2021-11-26,7.2,2021
대구,2021-11-27,5.9,2021
대구,2021-11-28,5.2,2021
대구,2021-11-29,7.2,2021
대구,2021-11-30,5.7,2021
대구,2021-12-01,2.4,2021
대구,2021-12-02,2.6,2021
대구,2021-12-03,4.8,2021
대구,2021-12-04,4.2,2021
대구,2021-12-05,3.7,2021
대구,2021-12-06,5.1,2021
대구,2021-12-07,7.5,2021
대구,2021-12-08,6.6,2021
대구,2021-12-09,6.5,2021
대구,2021-12-10,8,2021
대구,2021-12-11,8.9,2021
대구,2021-12-12,6.6,2021
대구,2021-12-13,0.5,2021
대구,2021-12-14,3.7,2021
대구,2021-12-15,6.1,2021
대구,2021-12-16,6.3,2021
대구,2021-12-17,0.5,2021
대구,2021-12-18,-3.4,2021
대구,2021-12-19,1.2,2021
대구,2021-12-20,4.8,2021
대구,2021-12-21,6.3,2021
대구,2021-12-22,4.3,2021
대구,2021-12-23,3.3,2021
대구,2021-12-24,4.2,2021
대구,2021-12-25,-4.7,2021
대구,2021-12-26,-7.1,2021
대구,2021-12-27,-2.1,2021
대구,2021-12-28,2.1,2021
대구,2021-12-29,3.5,2021
대구,2021-12-30,1.1,2021
대구,2021-12-31,-2.5,2021
