MLOps 관련  프로젝트  경험이  있으신  분 대규모  데이터  처리  경험이  있으신  분 온/오프라인  학습  서비스의  사용자  경험(튜터 / 학생  무관)이  있으신  분
멀티모달 AI 모델  관련  프로젝트  경험이  있으신  분 대규모  데이터  처리  경험이  있으신  분 온/오프라인 학습 서비스의 사용자 경험(튜터 / 학생 무관)이 있으신 분

Python, C++,C# 언어 중 숙련자 새로운 기술을 익히는데 거부감이 없으신 분 CAN, Automotive Ethernet 등의 차량 프로토콜이나 차량 도메인 지식이 있으신 분
Pytorch Lightning 라이브러리에 익숙하신 분 Data centric 모델 optimization 경혐이 있으신 분 클라우드 기반(AWS, Kafka, Kubeflow)의 대규모 ML 학습/인퍼런스 인프라 세팅 경험이 있으신 분 Docker 컨테이너 기반 CI/CD Kubernetes 배포 가능하신 분 협업을 좋아하시는 분
컴퓨터 과학 또는 관련 분야 석사 이상 사용 서비스 개발 및 운영 경험 Google Map/Naver Map API 사용 경험 iOS 또는 Android 네이티브 개발 경험 Node.js 및 Express.js 같은 백엔드 기술에 대한 경험 애자일 개발 방법론에 대한 이해 및 경험 UI/UX 디자인에 대한 감각 및 경험 효과적인 커뮤니케이션 능력 및 팀워크
헬스케어 분야에서 실무 경험 있으신 분 AI 분야 SCI급 논문이 있으신 분  영어 의사소통에 막힘이 없으신 분  Kaggle 등 competition 입상 경험이 있으신 분
이커머스 관련 분야 업무 경험이 있으신 분 마케팅 솔루션, 마케팅 분야 업무 경험이 있으신 분 AWS, GCP 등의 클라우드 서비스 개발 경험이 있으신 분 LLM을 활용하여 서비스 개발 경험이 있으신 분 Spark 활용한 분산 병렬 처리 프레임워크 경험이 있으신 분 Kaggle 대회 입상자
행동 트리(Behavior Tree) 개발 경험 ROS를 사용하여 로보틱스 프로젝트를 수행한 경험 보유하신 분
 경험이 있다면 더욱 좋습니다! 데이터 시각화 툴(Data Studio(Looker Studio), Tableau, Looker 등)을 활용한 리포트 작성 경험이 있으신 분 머신러닝, 딥러닝 모델 개발 및 운영 경험이 있으신 분 통계학, 데이터 사이언스, 컴퓨터 공학 등 관련 학위를 보유하신 분 (* 석사 이상 학위 보유자 우대) 게임 데이터 분석 경험 또는 게임 산업에 대한 이해도가 있으신 분 A/B 테스트 설계 및 분석 경험이 있으신 분
LLM 관련 분야 논문 보유자 (국제 학회 또는 SCI/SCIE 저널)   LLM 모델 적용 제품 개발 경험 보유자
On-Premise 기반 데이터 플랫폼 및 파이프라인 구축 경험 NoSQL 데이터베이스(Cassandra, MongoDB, Redis 등)의 설계 및 운영 경험 클라우드 서비스(AWS, Azure, GCP)를 이용한 데이터 중심 인프라 구축 경험 대용량 데이터 처리 및 데이터 파이프라인 구축 경험 실시간 데이터 스트리밍 아키텍처 설계 및 구현 경험 (예: Kafka, RabbitMQ) RESTful API 서비스 개발 및 유지 보수 경험 Docker 및 Kubernetes를 이용한 서버 환경 구축 및 운영 경험 Triton Inference Server를 사용한 모델 서빙 및 성능 최적화 경험
관련 분야 논문 보유자 (국제 학회 또는 SCI/SCIE 저널)   영상처리 개발 역량 ML(예: SVM, Random Forest) 개발 역량 영어회화 가능 AI 개발 전주기 경험자
TestCase 설계 및 작성 경험 우대 ISTQB 또는 CSTS FL 이상의 관련 자격증이 있으신 분 수평적 업무 문화에서 팀워크 경험 SW 개발 경력이나 지식을 보유하신 분
영상/비전 시스템 관련 프로젝트 경험 실시간 Streaming 데이터 가시화 개발 경험 우대 데이터 구조, 알고리즘, 디자인 패턴 지식 Linux 개발 환경 경험 C++ 언어에 대한 이해와 경험 보안 및 데이터 프라이버시 지식 방화벽, IDS/IPS, SSL/TLS 등과 같은 네트워크 보안 기술에 대한 이해가 높은 지원자
대규모 프로젝트 경험 클라우드 서비스(AWS, Azure 등) 사용 경험 오픈 소스 기여 경험 애자일(Agile) 개발 방법론 이해
